Tweet,sentiment_class
Don’t let this magical game distract you from the fact of how discraceful Mateu Lahoz has performed. Should NEVER referee a game ever again. I will never watch a game that he referee’s ever again. #WorldCup #Netherlands #Argentina,negative
Quarterfinals have not disappointed! Worldcup always amazing! When you let the players play and no more of that referee bullshit- football a beautiful game,positive
"Lahoz Masterclass

#NEDARG #Referee #WorldCup",neutral
The worst referee. #cheat #Qatar #corrupt #bent #WorldCup #FIFA CHEATS.,negative
"This referee's inconsistency is really annoying!!!
#NEDARG #Oranje! #WorldCup",negative
Can this referee show anymore bias towards #Messi and #Argentina??? Crazy!! Messi ran into a player!?!?Gets a freekick #WorldCup #ArgentinaVsNetherlands @BBCMOTD @alanshearer @GaryLineker @BBCSport @FIFAWorldCup,negative
"Is this referee getting hard by blowing the whistle for Argentina 24/7 or what’s going on here?

It’s getting pathetic at this point.

#Qatar2022 #QatarWorldCup #WorldCup2022 #worldcup #worldcup2022qatar",negative
Referee is paid off ? #worldcup,neutral
Someone must have won crazy money on bookings in this #NEDARG game. Referee has lost control #WorldCup,neutral
"There's still time for the referee to really ruin it.

#WorldCup #BBCFootball",negative
"This referee is a bit shit.

#NEDARG #WorldCup",negative
"New to this soccer thing - I now understand how easily a compromised referee can influence the outcome of a match and why this sport hasn't caught on in the USA.  Even to the novice eye, its clear this referee in the #NEDARG game is a disgrace to the sport.  #WorldCup",positive
"Best game of #WorldCup2022 , 
Worst 
Referee of #WorldCup . 
#NEDARG 
#ned #arg",positive
"Is the #referee going to give any player a  #RedCard?

More #Yellow?

#NEDvARG

#WorldCup 
#WorldCup2022",neutral
The referee woke up and chose violence #NEDARG #WorldCup,negative
"Mac Allister not grinning like an idiot anymore! Pathetic little wind up merchant deserves a slap.
Hopefully, if the referee can stop earning his sponsor money so eagerly, there will be more South American tears in half an hour or so.
#ARGNED #WorldCup",negative
"Why his Messi talking with the Referee like close buddies 🙄
#NetherlandsvsArgentina
#Messi𓃵
#WorldCup",positive
"WHAT A GAME!!!!!!!!!! Insane referee, teams fighting, a goal equalizing the game literally a minute before the end of the game!!!!!

I ❤️ #WorldCup 

#Argentina #Netherlands #WorldCup2022 #Qatar2022 #WorldcupQatar2022",negative
"The referee was bribed because WTF
#WorldCup2022 #WorldCup #WorldCupFantasy #Messi𓃵",negative
"Will not fill one bit sorry if Argentina get knocked out. Their antiques has been out of order, at the height of it being Martinez standing over DeJong and staring him down. The referee has been really poor too. #NEDARG #WorldCup",negative
Really the worse referee at the worldcup... looks like #maffia #lahoz #NEDARG #messimustwin,negative
"The referee is terrible.
#WorldCup #Argentina #Netherlands #Messi𓃵",negative
This referee has been awful all tournament #WorldCup,negative
"AAAAH 💩🌈🦄

(OK google, how do I handle extra time with an Argentinien asskissing referee?)

#FIFAWorldCup #Qatar2022 #WorldCup #NetherlandsArgentina",neutral
"How do you allow Antonio Mateu to ref at such a crucial stage of the WorldCup? Appalling calls, abuse of power, and incapable of managing the game. The man is a complete disaster. Unacceptable. #FIFAWorldCup #FIFA #AntonioMateuLahoz",negative
"Also I want the ref to admit that moment of Messi was hands, or Messi to show us an official document he indeed has legs for arms.
#WorldCup",positive
I die on this hill: Messi should not have taken an penalty but had a fucking red card #WorldCup 🤡 of a ref...,negative
Great game still questioning decisions by the ref in regards to cards I think he should’ve been more strict and at least a red. Either way congrats to Croatia and Argentina now we look to tomorrow!! 👀👀 #WorldCup #FIFAWorldCup #CROBRA #NEDARG,positive
Worst ref I’ve seen in a long time and I’m a wolves season ticket holder #WorldCup,negative
Happy Argentina won. But that ref should never lead an international game EVER again. He hurt the game for both teams. #Argentina #argvsned #argvned #WorldCup #WorldCup2022 #Arbitro,negative
"Petition to never let Antonio Mateu ref another game in his life 
#FIFAWorldCup #WorldCup",neutral
How unfortunate that the biggest Messi fanboy is the ref during #NETARG he is doing some selfies right now and he has his match worn shirt secured. #QatarWorldCup2022 #NEDARG #WorldCup,negative
"That ref was a yoke, a yoke!
What a yoke! The ref.     
          
#Argentina #NEDARG #Qatar2022 #WorldCup",neutral
"In my 87 years on Earth, this is the best World Cup I have seen!! 

E fit no better for that ref tonight. 

#WorldCup",positive
This ref 🤣😂 more yellow cards than you’ve had cooked dinners. #WorldCup #WorldCup2022,neutral
Terrible ref. Never bring him back. #FIFAWorldCup #WorldCup #Arg #ned,negative
Classic...the most lopsided and hated ref in La Liga gives out a record 17 yellow cards in the WC. Mateu Lahoz is something else 🙃🤦‍♂️ #Argentina #WorldCup #MateuLahoz,negative
"Unpopular opinion. 
Argentina bought this game. Get off your knees ref!
#WorldCup #WorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022",neutral
"17 yellow cards, a world cup record. Who was the ref giving out yellow cards like he's Oprah? ""You get a yellow card! And you get a yellow card!""
#WorldCup #WorldCup2022",positive
Messi should have been red carded for intentional hand ball instead this suckass ref gave out 17 yellow cards seriously wtf #FIFAWorldCup #WorldCup,negative
"That ref needs a statue in some obscure square...

#NEDARG #WorldCup",neutral
Refs started booking the crowd now 🤣🤣#WorldCup Argentina v Holland what drama . Think the ref will be on his way home too.,neutral
That ref was by far the worst ref at the tournament 🤦🏼‍♂️ #WorldCup,negative
I don't think I fancy Argentina for lifting the trophy now... largely thanks to the Spanish ref. He''s dealt them so much collateral damage in yellow cards I will be amazed if they make it to the final with an intact 1st team roster. #NEDARG #NEDvsARG #WorldCup,positive
"Still cant tell me this ref wasnt paid tbh, fucking crackhead #WorldCup",neutral
#NEDARG is pure #CORRUPTION 101! #FIFAWorldCup #fifaiscorrupt #WorldCup #normal stand needed to be 1-2 NL or 2-4 if the Ref was not Corrupt!! #puretrash,neutral
"A shit loud of opportunity’s to give Argentina red cards. But #FIFA  decided to let #Argentina win.
The Ref really needs to hang himself. #fail #fifa #WorldcupQatar2022 #Qatar2022 #WorldCup #Messi #FIFAWorldCup",positive
16 yellow cards thus ref is shit #WorldCup #WorldCup2022,negative
"2 reds not given to Argentina. Let's face it, the ref won this one. #WorldCup",positive
"How can you give a Yellow card in a penalty shootout fam 💀

This Ref is getting the big fat sack from all World Cup games 

#WorldCup 
#Argentina 
#Netherlands 
#NEDARG",negative
Peak #bitchass is a ref dropping a yellow during PK. #WorldCup,neutral
This ref is still giving out yellow cards #Argentina #NetherlandsArgentina #WorldCup,positive
"I have never cheered for Netherlands in my life, but my god did they deserve today’s win. Argentina played an extremely dirty game with a biased ref. What a real shame. #argentinavsnetherlands #arg #ned #messi #WorldCup #WorldCup2022",negative
"The ref has given himself a yellow card
#WorldCup 
#NEDARG",neutral
The Netherlands did so well playing against such a foul Argentinian team and dealing with a trash ref #WorldCup,positive
I think the linesmen have received yellow cards from the ref! #ARGNED #WorldCup #BBCWorldCup,neutral
Throw that ref out of the #WorldCup @FIFAcom #NEDARG,neutral
Wow this ref is still giving cards #worldcup,positive
Pretty sure I’ve been booked by this ref #WorldCup,positive
"A Netherlands comeback at 90+10 minute from 2-0. My Goodness. This worldcup is just freaking CRAZY. I can't believe I witnessed this live. Here we go to yet another extra time.
What a gorgeous football match. The ref gave yellows to everyone from players to subs to coaches.",positive
The ref has booked everybody for everything &amp; now allows Martinez to do anything he wants before the pens. A brilliant night of drama but the ref has been awful. #NEDARG #WorldCup,negative
Chances of the ref sending someone off in a penalty shoot-out? 🤔#NEDARG #WorldCup #WorldCup2022,negative
"Ref: you get a card, and you get a card! EVERYBODY GETS A CARD! 
#WorldCup 
#argentinavsnetherlands",neutral
What a game. Had some venom and the ref helping to keep it simmering right through. Gaal subscribing to “put it into the mixer” school of thought to get back into it. #WorldCup,positive
"May the Force be with you Netherlands (though you should be facing only 7 guys 😑p.o.s. ref)

#WorldCup #WorldCup2022 #WorldcupQatar2022 #NEDARG",neutral
What a bonkers #WorldCup this it. #NEDARG brilliantly entertaining! Throw the ref in the sea though.,positive
"The ref in this match is delusional. So biased towards Argentina and loves giving yellow cards for nothing 

#WorldCup #FIFAWorldCup2022",positive
